Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
Sousou no Frieren Anthology: Kotonaru Tabi wo Tanoshimu Mahou,7.03,245,8447,18729,753,1,Manga,1,5,Finished,"[""'Adventure'"", ""'Comedy'"", ""'Fantasy'""]",,Sunday Webry,"[""'Yamaguchi,Kazumi'"", ""'Kassan,Jouna'"", ""'Igarashi,Souichi'"", ""'Miura,Ren'""]",2023-05-22,2023-05-26,0,0,0,0
Inu to Kuzu,7.02,4808,8448,1870,11206,141,Manga,5,43,Finished,"[""'Drama'"", ""'Romance'""]",Seinen,Young Magazine (Weekly),"[""'Asaga,Iori'""]",2021-06-21,2022-05-23,9,9,0,0
Senshun Kansoku,7.02,107,8449,27223,379,4,Manga,3,16,Publishing,"[""'Boys Love'"", ""'Slice of Life'"", ""'School'""]",,bamB!,"[""'Toriya,Kou'""]",2020-08-21,Updating,0,0,0,0
Tsukihime: A Piece of Blue Glass Moon - Anthology Comic Star,7.02,171,8450,23481,506,2,Manga,1,11,Finished,"[""'Comedy'"", ""'Supernatural'""]",,,"[""'Nichiru,Metarogu'""]",2022-04-08,2022-04-08,0,0,0,0
Magician,7.02,149,8451,24279,476,9,Manhwa,3,526,Finished,"[""'Action'"", ""'Adventure'"", ""'Fantasy'""]",,Naver Webtoon,"[""'Kim,Serae'""]",2007-10-31,2018-02-21,0,0,0,0
Reincarnated as an Unruly Heir,7.02,1238,8452,5115,4149,11,Manhwa,3,16,Publishing,"[""'Action'"", ""'Martial Arts'"", ""'Reincarnation'""]",,Naver Webtoon,"[""'Dae,Eunho'"", ""'Jeon,Madu'""]",2021-07-22,Updating,2,1,0,1
Kyou wa Mada Futsuu ni Narenai (I'm Not Ready to Be Normal Today.),7.02,206,8453,22458,549,7,Manga,1,19,Finished,"[""'Slice of Life'""]",,Yuri Hime@pixiv,"[""'U-temo'""]",2020-08-08,2021-06-08,0,0,0,0
Haru no Arashi to Monster (Spring Storm and Monster),7.02,731,8454,5417,3914,52,Manga,3,16,Publishing,"[""'Romance'"", ""'School'""]",Shoujo,Hana to Yume,"[""'Miyuki,Mitsubachi'""]",2022-07-05,Updating,4,0,2,2
Tokyo卍Revengers Full Color Tanpenshuu: Stay Gold,7.02,228,8455,22879,530,4,Manga,1,8,Finished,"[""'Action'"", ""'Delinquents'""]",,,"[""'Wakui,Ken'""]",2021-06-16,2021-11-04,0,0,0,0
E ni Kaita Mochi wo Kaita Mochi,7.02,132,8456,33567,235,1,One-shot,3,1,Finished,"[""'Drama'"", ""'Music'"", ""'School'""]",Shounen,Shounen Jump (Weekly),"[""'Hayashi,Yoshihiko'""]",2022-09-26,2022-09-26,0,0,0,0
I Was the Final Boss,7.02,1962,8457,3093,7049,26,Manhwa,3,16,Publishing,"[""'Action'"", ""'Fantasy'"", ""'Reincarnation'""]",,Naver Webtoon,"[""'Lucks'""]",2022-11-23,Updating,2,2,0,0
When the Third Wheel Strikes Back,7.02,214,8458,15484,1017,7,Manhwa,3,16,Publishing,"[""'Comedy'"", ""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'""]",,Naver Webtoon,"[""'Sookym,Haegeuneul'""]",2022-12-11,Updating,0,0,0,0
Herami Shimai wa Docchi mo Yanderu,7.02,136,8459,18821,747,3,Manga,3,16,Publishing,"[""'Comedy'"", ""'Girls Love'""]",,Comic Yuri Hime,"[""'Kaneko,Aru'""]",2022-11-17,Updating,0,0,0,0
Kitanai Kimi ga Ichiban Kawaii dj - Souieba Sonna Koto,7.02,241,8460,22155,564,3,Doujinshi,1,16,Finished,"[""'Drama'"", ""'Girls Love'"", ""'Suspense'"", ""'Psychological'"", ""'School'""]",,,"[""'Manio'""]",2022-12-31,2022-12-31,0,0,0,0
Saikyou Jibakurei to Reikan Zero Otoko,7.02,208,8461,17036,876,7,Manga,3,16,Publishing,"[""'Comedy'"", ""'Supernatural'""]",,,"[""'Ikeda,Keisuke'""]",2023-01-26,Updating,1,1,0,0
Stuck With the Protagonist,7.02,143,8462,19407,711,2,Manhwa,3,16,Publishing,"[""'Fantasy'"", ""'Romance'"", ""'Isekai'"", ""'Reincarnation'""]",,KakaoPage,"[""'Gong,Eunhwa'"", ""'Haetsi'""]",2023-01-09,Updating,1,1,0,0
Necromancer Academy and the Genius Summoner,7.02,610,8463,8121,2428,6,Manhwa,3,16,Publishing,"[""'Action'"", ""'Fantasy'"", ""'School'""]",,KakaoPage,"[""'Iljesagyeok,Hazelnutz'""]",2023-10-07,Updating,1,0,0,1
Giri Choco-girai no Futari,7.02,156,8464,19859,683,1,Manga,1,10,Finished,"[""'Romance'"", ""'Adult Cast'""]",,Comic Essay Gekijou,"[""'Kurotama'""]",2023-03-31,2024-02-16,0,0,0,0
Surviving the Apocalypse,7.02,172,8465,18039,800,2,Manhwa,3,16,Publishing,"[""'Action'"", ""'Drama'"", ""'Fantasy'""]",,Naver Webtoon,"[""'Song'""]",2024-05-22,Updating,1,1,0,0
Exorcist no Kiyoshi-kun (Ultimate Exorcist Kiyoshi),7.02,668,8466,8583,2262,20,Manga,3,16,Publishing,"[""'Action'"", ""'Comedy'"", ""'Supernatural'"", ""'Gag Humor'""]",Shounen,Shounen Jump (Weekly),"[""'Usui,Shouichi'""]",2024-06-24,Updating,0,0,0,0
"Taida na Akujoku Kizoku ni Tensei shita Ore, Scenario wo Bukkowashitara Kikakugai no Maryoku de Saikyou ni Natta",7.03,124,8467,18492,768,2,Manga,3,16,Publishing,"[""'Fantasy'"", ""'Harem'"", ""'Isekai'"", ""'Reincarnation'""]",,Dra-Dra Flat♭,"[""'Kikuchi,Kaisei'"", ""'Oda,Douma'""]",2024-09-05,Updating,0,0,0,0
Bakuretsu Hunters (Sorcerer Hunters),7.02,709,8468,9873,1888,39,Manga,13,72,Finished,"[""'Comedy'"", ""'Fantasy'"", ""'Ecchi'""]",Shounen,Dengeki Comic Gao!,"[""'Omishi,Rei'"", ""'Akahori,Satoru'""]",1993-08-01,1998-10-01,1,1,0,0
Seven,7.02,547,8469,15108,1053,4,Manga,1,4,Finished,"[""'Boys Love'"", ""'Romance'""]",,,"[""'Tenzen,Momoko'""]",2004-07-01,2004-07-01,1,1,0,0
Mahoutsukai ni Taisetsu na Koto (Someday's Dreamers),7.02,1342,8470,6387,3233,17,Manga,2,9,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Supernatural'"", ""'Iyashikei'""]",Shounen,Comic Dragon,"[""'Yamada,Norie'"", ""'Yoshizuki,Kumichi'""]",2002-05-09,2003-01-09,2,1,0,1
Shinshoku KiSS,7.02,487,8471,16478,925,16,Manga,2,12,Finished,"[""'Supernatural'""]",Josei,Comic Spica,"[""'Higashiyama,Kazuko'""]",2003-01-01,2005-01-01,0,0,0,0
Soul to Seoul,7.02,293,8472,18235,787,3,Manhwa,5,18,Finished,"[""'Drama'"", ""'Romance'""]",,,"[""'Kim,Jea-Eun'""]",2001-01-01,Updating,0,0,0,0
The Cherry Project,7.02,594,8473,11595,1526,9,Manga,3,15,Finished,"[""'Drama'"", ""'Romance'"", ""'Sports'""]",Shoujo,Nakayoshi,"[""'Takeuchi,Naoko'""]",1991-01-01,1992-01-01,1,1,0,0
Lilim Kiss,7.02,8100,8474,1355,15155,85,Manga,2,24,Finished,"[""'Comedy'"", ""'Romance'"", ""'Supernatural'"", ""'Ecchi'""]",Shounen,Shounen Jump (Weekly),"[""'Kawashita,Mizuki'""]",2000-10-31,2001-04-24,3,3,0,0
SOS,7.02,469,8475,16859,890,3,Manga,1,3,Finished,"[""'Drama'"", ""'Romance'""]",Shoujo,Flowers (Monthly),"[""'Ashihara,Hinako'""]",2003-02-26,2003-02-26,0,0,0,0
Motto☆Kokoro ni Hoshi no Kagayaki wo (More Starlight to Your Heart),7.02,218,8476,20253,660,11,Manga,8,16,Finished,"[""'Romance'"", ""'Historical'""]",Shounen,Comic Blade,"[""'Matsuba,Hiro'""]",2002-01-01,2005-01-01,1,1,0,0
Show Me The Money,7.02,1936,8477,6297,3289,17,Manhua,2,11,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'School'""]",Shounen,,"[""'Lin,Malisa'""]",2003-01-01,2003-01-01,2,2,0,0
Arisu ga Fushigi!,7.02,265,8478,20312,657,2,Manga,5,20,Finished,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Supernatural'""]",Shoujo,Shoujo Friend,"[""'Kawachi,Yukari'""]",1992-01-01,1994-01-01,1,1,0,0
XS Hybrid,7.02,499,8479,10194,1815,12,Manhwa,5,35,Finished,"[""'Action'"", ""'Adventure'"", ""'Sci-Fi'""]",,,"[""'Song,Ji-Hyung'""]",2003-01-01,Updating,0,0,0,0
Pocket Monsters: PiPiPi★Adventure (Magical Pokémon Journey),7.02,401,8480,12849,1328,29,Manga,10,89,Finished,"[""'Adventure'"", ""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Anthropomorphic'""]",Shoujo,Ciao,"[""'Tsukirino,Yumi'""]",1997-06-03,2002-12-28,1,1,0,0
Lodoss-tou Senki: Deedlit Monogatari (Record of Lodoss War: Deedlit's Tale),7.02,649,8481,11621,1521,12,Manga,2,12,Finished,"[""'Adventure'"", ""'Fantasy'"", ""'Romance'""]",Shoujo,Asuka,"[""'Yoneyama,Setsuko'"", ""'Mizuno,Ryou'""]",1998-01-01,1998-01-01,0,0,0,0
Kanon,7.02,1028,8483,7363,2732,21,Manga,2,6,Finished,"[""'Drama'"", ""'Romance'""]",,Dengeki Daioh,"[""'Key,Morishima'"", ""'Petit'""]",2000-10-21,2002-05-21,1,1,0,0
Sakuran,7.02,1636,8484,4717,4534,34,Manga,1,13,Finished,"[""'Drama'"", ""'Historical'""]",Seinen,Evening,"[""'Anno,Moyoco'""]",2001-08-20,2003-05-27,3,2,1,0
Hakoiri Devil Princess (My Dearest Devil Princess),7.02,2284,8485,3714,5860,16,Manga,6,41,Finished,"[""'Comedy'"", ""'Romance'"", ""'Supernatural'"", ""'Ecchi'""]",Shounen,Comic Rush,"[""'Matsumoto,Makoto'"", ""'Netsu,Maika'""]",2004-01-26,2007-05-26,1,1,0,0
Hatsukanezumi no Jikan,7.02,1545,8487,5279,4017,20,Manga,4,38,Finished,"[""'Drama'"", ""'Mystery'"", ""'Psychological'""]",Seinen,Afternoon,"[""'Toume,Kei'""]",2004-07-15,2008-02-25,1,1,0,0
Shounen Chuudoku (Boy Poison),7.02,519,8488,14981,1067,0,Manga,1,4,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Hana to Yume,"[""'Yamamoto,Nobuyo'""]",2005-01-01,2005-01-01,0,0,0,0
Mamotte Agemasu,7.02,2187,8489,5196,4084,17,Manga,1,5,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Betsucomi,"[""'Saijou,Ayano'""]",2007-10-26,2007-10-26,3,1,1,1
Hanashippanashi,7.02,594,8491,7804,2543,20,Manga,3,45,Finished,"[""'Slice of Life'"", ""'Supernatural'""]",Seinen,Afternoon,"[""'Igarashi,Daisuke'""]",1993-12-25,1996-06-25,1,0,0,1
Dragon★Girl (Dragon Girl),7.02,171,8492,20701,636,4,Manga,5,25,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Princess,"[""'Fujieda,Toru'""]",2006-06-06,2008-06-06,1,1,0,0
Koi Nanka Hajimaranai,7.02,1210,8493,6194,3349,9,Manga,7,32,Finished,"[""'Drama'"", ""'Romance'""]",Shoujo,Cheese!,"[""'Fujiwara,Yoshiko'""]",2005-01-24,2007-04-24,3,2,0,1
Utahime (Utahime: The Songstress),7.02,865,8494,8745,2210,17,Manga,1,5,Finished,"[""'Adventure'"", ""'Drama'"", ""'Fantasy'""]",Shoujo,Kurofune Zero,"[""'Aki'""]",2007-01-01,2007-01-01,1,1,0,0
Adarshan no Hanayome,7.02,3878,8495,2774,7817,30,Manga,2,9,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Historical'""]",Shoujo,Beans Ace,"[""'Amekawa,Kei'"", ""'Kazato,Nori'""]",2006-07-07,2008-04-10,7,6,1,0
Lillia to Treize,7.02,121,8496,22809,533,3,Light Novel,6,38,Finished,"[""'Action'"", ""'Adventure'"", ""'Drama'"", ""'Fantasy'""]",,,"[""'Sigsawa,Keiichi'"", ""'Kuroboshi,Kouhaku'""]",2005-03-10,2007-04-10,0,0,0,0
Koi ni Ochiru,7.02,264,8497,21636,589,0,Manga,1,3,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Bessatsu Margaret,"[""'Shiina,Karuho'""]",2002-04-25,2002-04-25,1,1,0,0
Sonezaki Shinjuu,7.02,1533,8498,7785,2550,7,One-shot,3,1,Finished,"[""'Drama'"", ""'Romance'"", ""'Ecchi'"", ""'Historical'""]",Shounen,Jump SQ.,"[""'Kawashita,Mizuki'""]",2008-07-04,2008-07-04,0,0,0,0
Heart wo Uchinomese! (Knock Your Heart Out!),7.02,514,8499,12843,1329,13,Manga,2,10,Finished,"[""'Drama'"", ""'Romance'"", ""'School'""]",Josei,Feel Young,"[""'George,Asakura'""]",2001-07-21,2003-04-08,1,1,0,0
Lovely♥Lesson,7.02,672,8500,12616,1361,5,Manga,1,5,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Sho-Comi,"[""'Sakisaka,Mea'""]",2005-12-05,2006-01-14,0,0,0,0
Houmonsha,7.02,564,8501,15417,1025,2,Manga,3,4,Finished,"[""'Boys Love'"", ""'Supernatural'""]",,Comic Magazine LYNX,"[""'Miyamoto,Kano'""]",2008-01-01,2008-01-01,1,1,0,0
Sensei wa Ore no Mono,7.02,969,8503,6515,3163,8,Manga,3,18,Finished,"[""'Romance'"", ""'Ecchi'"", ""'School'""]",Josei,Comic Mahou no iLand,"[""'Mie,Chika'""]",2008-02-23,2009-09-24,2,1,0,1
Purusatia no Densetsu,7.02,122,8504,31706,269,1,Manga,1,3,Finished,"[""'Drama'"", ""'Romance'""]",Shoujo,Ribon Original,"[""'Morimoto,Rina'""]",1998-10-17,2000-11-18,0,0,0,0
Luo Xue Cheng Bai,7.02,509,8505,14151,1161,9,Manhua,2,11,Finished,"[""'Adventure'"", ""'Boys Love'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Supernatural'"", ""'Historical'""]",,,"[""'Zi,Tu'"", ""'Zi,Gui'""]",2005-01-01,Updating,1,1,0,0
Anta Nanka Daikirai,7.02,960,8506,9939,1871,2,Manga,1,4,Finished,"[""'Drama'"", ""'Romance'"", ""'School'""]",Shoujo,Margaret,"[""'Sakurayama,Kazumi'""]",2008-02-25,2008-02-25,1,0,0,1
Halfway,7.02,495,8507,16711,903,3,Manga,1,3,Finished,"[""'Drama'"", ""'Romance'"", ""'School'""]",Shoujo,Deluxe Margaret,"[""'Yamaguchi,Izumi'"", ""'Kitagawa,Eriko'""]",2009-01-01,2009-01-01,0,0,0,0
Ichiban Ushiro no Daimaou,7.02,4329,8508,1935,10861,46,Manga,5,50,Finished,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Supernatural'"", ""'Ecchi'"", ""'Harem'"", ""'School'""]",Shounen,Champion RED,"[""'Itou,Souichi'"", ""'Mizuki,Shoutarou'""]",2008-09-19,2013-12-19,3,2,1,0
Guardian Dog,7.02,1064,8509,7755,2567,8,Manga,4,22,Finished,"[""'Action'"", ""'Fantasy'"", ""'Sci-Fi'"", ""'Supernatural'""]",Shounen,Comic Rush,"[""'Fukaki,Shouko'"", ""'Shirakawa,Akira'""]",2004-01-26,2005-10-26,2,0,1,1
Taiyou ga Yondeiru!,7.02,429,8510,17050,875,2,Manga,1,5,Finished,"[""'Romance'"", ""'Sports'"", ""'School'""]",Shoujo,Betsucomi,"[""'Shibano,Yuka'""]",2008-02-01,2008-02-01,0,0,0,0
Mono,7.02,186,8511,13332,1264,12,Manga,3,16,Publishing,"[""'Comedy'"", ""'CGDCT'""]",,Manga Time Kirara Carat,"[""'Afro'""]",2017-03-16,Updating,1,1,0,0
Yondome wa Iya na Shizokusei Majutsushi (The Death Mage),7.02,5443,8512,1026,19037,93,Manga,3,16,Publishing,"[""'Action'"", ""'Drama'"", ""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'""]",,ComicWalker,"[""'Densuke,Kojima'"", ""'Takehiro'""]",2018-06-24,Updating,3,3,0,0
Itoshi Koishi,7.02,676,8513,11497,1548,9,Manga,3,18,Finished,"[""'Drama'"", ""'Girls Love'""]",,Comic Yuri Hime,"[""'Takemiya,Jin'""]",2018-08-18,2019-12-18,1,0,1,0
Sono Mono. Nochi ni...: Kigatsuitara S-kyuu Saikyou!? Yuusha Wazu no Daibouken,7.02,2679,8514,2273,9364,59,Manga,3,16,Publishing,"[""'Action'"", ""'Adventure'"", ""'Fantasy'""]",,Comic Earth☆Star,"[""'Naruse,Yoshiki'"", ""'NAHAaTO'""]",2018-08-31,Updating,4,3,1,0
Switch,7.02,355,8515,13231,1276,7,Manga,15,150,Finished,"[""'Drama'"", ""'Sports'"", ""'School'""]",Shounen,Shounen Sunday,"[""'Namikiri,Atsushi'""]",2018-04-11,2021-05-12,1,0,1,0
Itookashi,7.02,326,8516,16904,887,3,One-shot,3,1,Finished,"[""'Comedy'""]",Shounen,Shounen Sunday,"[""'Kotoyama'""]",2018-12-26,2018-12-26,0,0,0,0
Mahouka Koukou no Rettousei: Koto Nairan-hen,7.02,139,8517,17873,812,3,Manga,5,35,Finished,"[""'Fantasy'"", ""'Sci-Fi'"", ""'Urban Fantasy'""]",,Dengeki Daioh,"[""'Yuzuki N',Satou'"", ""'Tsutomu'""]",2019-03-27,2022-01-27,0,0,0,0
Hatsukoi to Taiyou (My first love like a bright sun.),7.02,236,8518,16624,911,3,Manga,9,46,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Ribon Magazine,"[""'Kinoshita,Honoka'""]",2018-08-03,2021-08-17,1,0,1,0
Hadaka no Banri-kun,7.02,1007,8519,9791,1910,2,Manga,1,4,Finished,"[""'Comedy'"", ""'Romance'"", ""'School'""]",Shoujo,Hana to Yume,"[""'Miyuki,Mitsubachi'""]",2008-06-13,2019-02-05,0,0,0,0
To LOVE-Ru: Rito to Sayaka no Houkago,7.02,567,8520,13172,1284,11,Manga,3,2,Finished,"[""'Comedy'"", ""'Romance'"", ""'Sci-Fi'"", ""'Supernatural'"", ""'Ecchi'"", ""'Harem'"", ""'School'""]",Shounen,Jump SQ.,"[""'Yabuki,Kentarou'"", ""'Hasemi,Saki'""]",2019-04-27,2019-05-02,0,0,0,0
Hentai Yoku Dekimashita,7.02,265,8521,20200,663,7,Manga,1,9,Finished,"[""'Comedy'"", ""'Girls Love'"", ""'Ecchi'"", ""'School'""]",,Yuri Hime@pixiv,"[""'Yukio,Yuki'""]",2018-06-08,2019-02-08,0,0,0,0
Niji to Kuro (Rainbow and Black),7.02,505,8522,12233,1417,27,Manga,3,27,Finished,"[""'Slice of Life'"", ""'Supernatural'""]",Shounen,Comic REX,"[""'Takenashi,Eri'""]",2018-07-27,2020-10-27,2,2,0,0
Osoroshii Koroshiya to Hirowareta Shoujo (A Terrible Hitman & Picked Up Girl),7.02,1205,8523,7742,2571,5,Doujinshi,1,13,Finished,"[""'Comedy'"", ""'Slice of Life'""]",,,"[""'Rimukoro'""]",2019-12-30,2019-12-30,3,2,1,0
Shussan no Shikata ga Wakaranai! (I Don't Know How to Give Birth!),7.02,403,8524,13081,1296,9,Manga,1,12,Finished,"[""'Comedy'"", ""'Memoir'""]",,,"[""'Kazama,Ayami'""]",2015-10-07,2016-07-07,1,1,0,0
The Sweetest Man,7.02,208,8525,18582,761,6,Manhwa,11,16,Finished,"[""'Boys Love'"", ""'Supernatural'"", ""'Vampire'""]",,,"[""'Haejin'""]",2015-05-12,2020-03-20,0,0,0,0
Tasogareboshi no Sui to Neri,7.02,281,8526,16298,940,5,Manga,2,17,Finished,"[""'Sci-Fi'"", ""'Slice of Life'""]",,Comic Cune,"[""'Tokunaga,Pan'""]",2020-05-27,2021-09-27,2,2,0,0
Hajimete no Suwa-san (My First Times with Suwa-san),7.02,864,8527,6994,2916,5,Manga,3,27,Finished,"[""'Comedy'"", ""'Romance'"", ""'School'""]",Shounen,Gangan Joker,"[""'Manuma,Yasuka'""]",2020-08-21,2022-10-21,0,0,0,0
Kinjo no Yasashii Oneesan,7.02,185,8528,19522,703,9,Doujinshi,3,16,Publishing,"[""'Girls Love'""]",,,"[""'Itou,Hachi'""]",2018-12-29,Updating,0,0,0,0
Quanzhi Fashi (Versatile Mage),7.02,1562,8529,4331,5015,111,Manhua,3,16,Publishing,"[""'Action'"", ""'Fantasy'"", ""'School'""]",,Tencent Animation,"[""'Luan,Yuedong Wenghua'""]",2018-01-01,Updating,1,1,0,0
Koori no Reijou no Tokashikata (How to Melt the Ice Queen's Heart),7.02,266,8530,11560,1534,24,Light Novel,2,34,On Hiatus,"[""'Romance'"", ""'School'""]",,,"[""'Takamine,Kakeru'"", ""'Kagawa,Ichigo'""]",2020-09-30,2021-03-30,1,1,0,0
Yuuyake Trip (Nightfall Travelers: Leave Only Footprints),7.02,118,8531,17396,848,7,Manga,3,16,Publishing,"[""'Mystery'"", ""'Slice of Life'""]",,Comic Fuz,"[""'Tomohi'""]",2019-12-27,Updating,0,0,0,0
Yankee to Yandere no Karera ni wa Tomodachi ga Inai,7.02,383,8533,11469,1553,6,Manga,3,33,Finished,"[""'Comedy'"", ""'Romance'"", ""'Slice of Life'"", ""'School'""]",Shoujo,LaLa Melody Online,"[""'Yoshikawa,Yumi'""]",2014-01-24,2015-12-10,0,0,0,0
Oujisama ni wa Doku ga Aru. (The Prince's Black Poison),7.02,701,8534,7406,2718,13,Manga,10,40,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Bessatsu Friend,"[""'Yuzuki,Jun'""]",2015-05-13,2019-04-12,1,1,0,0
Himitsu no Juliet (Juliet's Secret),7.02,153,8535,24009,486,2,Manga,2,8,Finished,"[""'Romance'""]",Josei,YOU,"[""'Ueda,Rinko'""]",2015-05-15,2016-01-15,0,0,0,0
Senyuu.: Foyfoy/Rudolf-hen - Mogura to Oasis,7.02,127,8536,27589,368,3,Manga,1,16,Finished,"[""'Adventure'"", ""'Comedy'""]",,,"[""'Haruhara,Robinson'""]",2013-05-28,2013-05-28,0,0,0,0
Tenseisha wa Cheat wo Nozomanai,7.02,667,8537,7980,2476,4,Manga,3,16,Publishing,"[""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'"", ""'School'""]",Josei,Regina,"[""'Funatsu,Wase'"", ""'Natsuki,Aoi'""]",2015-08-19,Updating,0,0,0,0
Ore no Kanojo ga xxx wo Kitai shiteite Shoujiki Komaru,7.02,430,8538,17144,868,0,Manga,1,10,Finished,"[""'Girls Love'"", ""'Romance'""]",Seinen,Young Comic,"[""'Aki★Eda'""]",2009-08-11,2014-06-10,0,0,0,0
Naruto Shinden Series,7.02,546,8539,9451,2000,8,Light Novel,4,28,Finished,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Martial Arts'""]",Shounen,,"[""'Yano,Takashi'"", ""'Hinata,Shou'"", ""'Zomcho,Esaka'"", ""'Jun'""]",2016-08-04,2018-07-04,0,0,0,0
Fujiwara-kun wa Daitai Tadashii,7.02,864,8540,5619,3734,16,Manga,9,45,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Betsucomi,"[""'Hinachi,Nao'""]",2016-02-13,2019-10-12,3,2,1,0
Hanazamurai no Sahara,7.02,1709,8541,6332,3271,20,Manga,1,4,Finished,"[""'Action'"", ""'Drama'"", ""'Sci-Fi'"", ""'Samurai'""]",Shounen,Jump GIGA,"[""'Shibata,Yuusaku'""]",2016-07-20,2016-10-20,1,1,0,0
NeuN,7.02,1827,8542,3398,6393,41,Manga,6,49,Finished,"[""'Drama'"", ""'Historical'""]",Seinen,Young Magazine (Weekly),"[""'Takahashi,Tsutomu'""]",2017-01-16,2020-02-03,2,1,0,1
Kuishinbou! (Kuishinbo!),7.02,113,8543,27599,368,4,Manga,24,217,Finished,"[""'Comedy'"", ""'Gourmet'""]",Seinen,Manga Goraku,"[""'Tsuchiyama,Shigeru'""]",2004-10-01,2009-02-27,1,1,0,0
Yankee Shota to Otaku Oneesan (YanOta: The Delinquent and the Otaku),7.02,846,8544,5785,3622,42,Manga,3,16,Publishing,"[""'Comedy'""]",,Gangan Online,"[""'Hoshimi,Yumi'""]",2016-09-26,Updating,3,3,0,0
Chiisako no Niwa,7.02,129,8545,25601,430,1,Manga,1,5,Finished,"[""'Fantasy'"", ""'Slice of Life'"", ""'Supernatural'""]",Josei,Flowers (Monthly),"[""'Kodama,Yuki'""]",2017-07-28,2017-12-28,1,1,0,0
