Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
Ameiro Paradox dj - Candy Color Paradise,7.2,138,5978,26753,394,2,Doujinshi,1,2,Finished,"Dec  28, 2014","[""'Boys Love'""]",Shoujo,Manga Time Family,"[""'Natsume,Isaku'""]",2014-12-28,2014-12-28,0,0,0,0
Furohile Zero,7.2,198,5979,22083,567,9,Doujinshi,1,2,Publishing,"Aug  11, 2011 to ?","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Kizuki,Aruchu'""]",2011-08-11,Updating,0,0,0,0
Chu Berozu dj - Fukuyama-san,7.2,244,5980,13670,1219,9,Doujinshi,1,2,Publishing,"Jun  20, 2010 to ?","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Fueta,Kishi'""]",2010-06-20,Updating,0,0,0,0
Psychedelics,7.19,403,5981,13945,1185,1,Doujinshi,1,2,Publishing,"Dec  30, 2010 to ?","[""'Boys Love'"", ""'Comedy'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Psyche,Delico'""]",2010-12-30,Updating,0,0,0,0
"Kakyuu Majutsushi, Inmon ni Somaru",7.18,162,5982,28753,337,11,Doujinshi,1,2,Finished,"Aug  14, 2022","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'Wagashi'""]",2022-08-14,2022-08-14,1,1,0,0
Sukebe na Musume no Otoshikata Dosukebe na Obasan ga Shikonde Ageru,7.18,143,5983,27276,378,7,Doujinshi,1,2,Finished,"Dec  3, 2021","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Kazuhiro'""]",2021-12-03,2021-12-03,0,0,0,0
Haru Natsu Aki Fuyu dj - HaruNatsuAkiFuyu,7.18,618,6255,13497,1240,1,Doujinshi,1,3,Finished,"May  3, 2007","[""'Girls Love'""]",Shoujo,Badi,"[""'Tsuda,Mikiyo'"", ""'Eiki,Eiki'""]",2007-05-03,2007-05-03,0,0,0,0
Maid Kyouiku.: Botsuraku Kizoku Rurikawa Tsubaki (Maid Education: Fallen Aristocrat Rurikawa Tsubaki),7.17,148,6256,23119,520,10,Doujinshi,1,2,Publishing,"Apr  29, 2021 to ?","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Kyockcho'""]",2021-04-29,Updating,0,0,0,0
TSF Monogatari Append,7.16,728,6257,8525,2287,20,Doujinshi,1,2,Publishing,"Aug  11, 2013 to ?","[""'Hentai'"", ""'Magical Sex Shift'""]",Seinen,Galette,"[""'Shindo,L'""]",2013-08-11,Updating,0,0,0,0
Yoroizuka-san wo Baburasetai,7.15,295,6613,20385,654,6,Doujinshi,4,37,Finished,"Dec  29, 2018 to May  30, 2021","[""'Comedy'"", ""'Girls Love'""]",Seinen,Galette meets,"[""'Aoto,Hibiki'""]",2018-12-29,2021-05-30,0,0,0,0
Gal to Inkya no Kousai Shuukan.,7.15,197,6614,25838,423,5,Doujinshi,1,2,Finished,"Nov  23, 2020","[""'Hentai'""]",Shoujo,Galette meets,"[""'Tamabi'""]",2020-11-23,2020-11-23,0,0,0,0
Tada Arifureteita.,7.15,989,6660,9871,1890,14,Doujinshi,1,2,Finished,"Nov  23, 2020","[""'Romance'""]",Seinen,Comic ExE,"[""'Arisaka,Aco'""]",2020-11-23,2020-11-23,0,0,0,0
Fu-fu dj - Fu-fu no Hon,7.15,559,6671,13480,1242,1,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Girls Love'"", ""'Slice of Life'""]",Seinen,Comic ExE,"[""'Minamoto,Hisanari'""]",2010-08-15,2010-08-15,0,0,0,0
Kusatta Kyoushi no Houteishiki dj -  (Andante),7.15,148,6603,28091,355,1,Doujinshi,1,1,Finished,2006,"[""'Boys Love'""]",Shoujo,Manga Time Family,"[""'Kodaka,Kazuma'""]",2006-01-01,2006-01-01,0,0,0,0
Rules dj - Hello Again,7.15,335,6604,19606,699,0,Doujinshi,1,1,Finished,"Dec  30, 2004","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Miyamoto,Kano'""]",2004-12-30,2004-12-30,0,0,0,0
Still Sick dj - Still Life,7.14,152,6797,29316,323,0,Doujinshi,1,2,Finished,"Feb  19, 2023","[""'Girls Love'"", ""'Slice of Life'"", ""'Adult Cast'""]",Shoujo,drap,"[""'Akashi'""]",2023-02-19,2023-02-19,0,0,0,0
Douketsu no Mujina,7.14,332,6798,17225,862,13,Doujinshi,1,2,Finished,"Aug  11, 2019","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Nakamura,Regura'""]",2019-08-11,2019-08-11,1,0,1,0
Narrow: Place Collection,7.14,1089,6799,8066,2446,3,Doujinshi,1,3,Finished,"Dec  29, 2015","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Badi,"[""'Ogeretsu,Tanaka'""]",2015-12-29,2015-12-29,0,0,0,0
"Toaru Majutsu no Indexchu (A Certain Magical ""Index""?)",7.14,158,6835,19663,695,2,Doujinshi,2,6,Finished,"Dec  29, 2008 to Dec  29, 2011","[""'Comedy'"", ""'Parody'""]",Seinen,Manga Time Family,"[""'Haimura,Kiyotaka'""]",2008-12-29,2011-12-29,0,0,0,0
Shoujo,7.14,177,6836,21402,602,13,Doujinshi,1,2,Publishing,"Aug  15, 2010 to ?","[""'Hentai'""]",Shoujo,Galette meets,"[""'Rustle'""]",2010-08-15,Updating,1,1,0,0
Datenshi ni Sasageru Uta dj - Harem Nights,7.14,337,6837,20929,624,0,Doujinshi,3,3,Finished,"Nov  29, 2008 to Oct  25, 2009","[""'Boys Love'"", ""'Comedy'"", ""'Erotica'""]",Shoujo,Magazine Cyberia,"[""'Mizukami,Shin'""]",2008-11-29,2009-10-25,0,0,0,0
Chintsubu dj,7.14,206,6838,23322,513,1,Doujinshi,14,2,Finished,"Dec  30, 2004 to Aug  12, 2017","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic ExE,"[""'Yamato,Nase'""]",2004-12-30,2017-08-12,0,0,0,0
Futanari Shufu no Onaho (Futa Wives' Fuck Toy),7.13,201,6839,24569,465,3,Doujinshi,1,2,Finished,"Dec  30, 2019","[""'Girls Love'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Mizuryu,Kei'""]",2019-12-30,2019-12-30,0,0,0,0
Youkai Ame Onna ni Yoru Kamikakushi,7.13,184,6949,20282,660,3,Doujinshi,1,2,Publishing,"Nov  24, 2019 to ?","[""'Slice of Life'"", ""'Supernatural'""]",Seinen,Reijin,"[""'Kurotama'""]",2019-11-24,Updating,0,0,0,0
If Stage!!,7.13,543,6953,12703,1349,3,Doujinshi,1,3,Finished,"Dec  28, 2014","[""'Boys Love'"", ""'Comedy'"", ""'Parody'""]",Seinen,Comic ExE,"[""'Tsuda,Mikiyo'"", ""'Eiki,Eiki'""]",2014-12-28,2014-12-28,0,0,0,0
Shiragasane,7.12,335,6954,19309,717,25,Doujinshi,6,2,Finished,"Aug  17, 2014 to Dec  31, 2018","[""'Horror'"", ""'Supernatural'"", ""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'solopipB'""]",2014-08-17,2018-12-31,1,1,0,0
Kozouya Dokuhon LS,7.12,201,6955,21163,613,0,Doujinshi,1,2,Finished,"Aug  12, 2011","[""'Boys Love'"", ""'Comedy'"", ""'Romance'"", ""'Slice of Life'"", ""'Erotica'""]",Shoujo,Magazine Cyberia,"[""'Tsuda,Mikiyo'"", ""'Eiki,Eiki'""]",2011-08-12,2011-08-12,0,0,0,0
FutaOna: Toaru Futanari Musume no Onanie Nikki,7.12,316,6956,16836,893,18,Doujinshi,8,2,Finished,"May  3, 2011 to Oct  8, 2016","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'RED-RUM'""]",2011-05-03,2016-10-08,1,1,0,0
Sword Art Online dj - Lisbeth Edition,7.12,710,7022,8933,2153,20,Doujinshi,1,2,Finished,"May  4, 2012","[""'Fantasy'"", ""'Video Game'""]",Seinen,Reijin,"[""'Kawahara,Reki'"", ""'ponz'""]",2012-05-04,2012-05-04,0,0,0,0
Itai Itai Itai.,7.12,377,7023,17369,851,13,Doujinshi,4,2,Finished,"Oct  31, 2009 to Aug  11, 2013","[""'Boys Love'"", ""'Romance'"", ""'Erotica'"", ""'Love Polygon'""]",Shoujo,Galette,"[""'Itto'""]",2009-10-31,2013-08-11,1,0,1,0
"Rules dj -  (If Winter Comes, Can Spring Be Far Behind?)",7.12,428,7024,17734,823,0,Doujinshi,1,1,Finished,"Dec  30, 2006","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic ExE,"[""'Miyamoto,Kano'""]",2006-12-30,2006-12-30,0,0,0,0
Ame no Kubi,7.1,179,7276,27021,385,2,Doujinshi,2,11,Finished,"Jun  6, 2021 to Sep  20, 2021","[""'Fantasy'"", ""'Slice of Life'"", ""'Psychological'""]",Seinen,Magazine Cyberia,"[""'Usami,Miki'""]",2021-06-06,2021-09-20,1,1,0,0
"Houkago, Akogare no Senpai ni Tsurerarete (Senpai's After School Invitation)",7.1,318,7277,17396,848,7,Doujinshi,1,2,Finished,"Jan  20, 2019","[""'Hentai'""]",Seinen,Galette,"[""'Nori,Gorou'""]",2019-01-20,2019-01-20,0,0,0,0
Tight-rope dj - Ittousei no Yoru,7.1,463,7278,15116,1053,3,Doujinshi,1,1,Finished,"Mar  8, 2015","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Natsume,Isaku'""]",2015-03-08,2015-03-08,0,0,0,0
MC Gakuen (MC Academy),7.1,327,7279,15977,968,9,Doujinshi,1,2,Publishing,"Apr  29, 2010 to ?","[""'Hentai'"", ""'School'""]",Seinen,Manga Time Family,"[""'Mizuryu,Kei'""]",2010-04-29,Updating,0,0,0,0
"Kamisama no Ude no Naka de dj - Goshujinsama, ano ne",7.1,364,7280,17280,858,0,Doujinshi,1,1,Finished,2011,"[""'Boys Love'"", ""'Comedy'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Nekota,Yonezou'""]",2011-01-01,2011-01-01,0,0,0,0
Kanojo no Ane wa Gal de Bitch de Yariman de,7.09,324,7281,17120,870,13,Doujinshi,1,2,Finished,"Aug  11, 2019","[""'Hentai'""]",Seinen,Comic ExE,"[""'Kazuhiro'""]",2019-08-11,2019-08-11,1,0,1,0
Tonde Hi ni Iru,7.09,349,7282,17325,855,14,Doujinshi,1,2,Finished,"Aug  11, 2019","[""'Hentai'""]",Seinen,Galette meets,"[""'Etsuzan,Jakusui'""]",2019-08-11,2019-08-11,0,0,0,0
"Umi to Anata to Taiyou to (South Pacific Girlfriend: The Ocean, the Sun, and You...)",7.09,1513,7283,6870,2985,23,Doujinshi,1,4,Finished,"Dec  31, 2013","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Mira'""]",2013-12-31,2013-12-31,0,0,0,0
Seinaru Yoru ni,7.09,448,7284,17286,858,2,Doujinshi,1,2,Finished,"Dec  30, 2012","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic ExE,"[""'Itto'""]",2012-12-30,2012-12-30,1,1,0,0
Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,7.08,197,7285,17579,834,2,Doujinshi,1,2,Publishing,"Feb  7, 2021 to ?","[""'Hentai'""]",Seinen,Galette meets,"[""'Nakano,Sora'""]",2021-02-07,Updating,0,0,0,0
Shoujo M,7.08,106,7286,32925,246,13,Doujinshi,2,9,Finished,"Aug  16, 2015 to Dec  31, 2018","[""'Drama'"", ""'Hentai'""]",Shoujo,Comic ExE,"[""'Suzuki,Nago'""]",2015-08-16,2018-12-31,2,2,0,0
High Elf x High School,7.08,254,7287,13942,1185,6,Doujinshi,1,2,Publishing,"Dec  31, 2014 to ?","[""'Hentai'""]",Shoujo,Reijin,"[""'Fueta,Kishi'""]",2014-12-31,Updating,0,0,0,0
Little Bitch Planet,7.08,236,7288,18292,784,7,Doujinshi,1,2,Publishing,"May  2, 2015 to ?","[""'Hentai'""]",Shoujo,Galette,"[""'Tamagorou'""]",2015-05-02,Updating,0,0,0,0
Dulce Report,7.08,429,7289,14458,1125,21,Doujinshi,14,37,Finished,"Dec  30, 2001 to Dec  31, 2011","[""'Girls Love'"", ""'Sci-Fi'"", ""'Erotica'"", ""'Hentai'"", ""'Magical Sex Shift'""]",Seinen,Galette,"[""'Q'""]",2001-12-30,2011-12-31,2,2,0,0
Kimi dake no Ponytail,7.07,421,7290,16194,950,15,Doujinshi,3,2,Finished,"Aug  14, 2016 to Nov  23, 2017","[""'Boys Love'"", ""'Hentai'"", ""'Crossdressing'""]",Shoujo,Badi,"[""'Konayama,Kata'""]",2016-08-14,2017-11-23,1,0,1,0
Natsu no Takenawa,7.07,273,7291,20893,626,14,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'"", ""'Crossdressing'""]",Seinen,Galette,"[""'locon'""]",2014-08-17,2014-08-17,2,1,0,1
Hyakujitsu no Bara dj - Nikukyuu Techou,7.07,206,7292,22873,530,4,Doujinshi,1,3,Finished,Aug  2006 to Aug  2010,"[""'Boys Love'"", ""'Comedy'"", ""'Erotica'"", ""'Military'""]",Seinen,Manga Time Family,"[""'Inariya,Fusanosuke'""]",2006-08-01,2010-08-01,0,0,0,0
Kakkou no Su,7.06,395,7293,16198,950,17,Doujinshi,1,2,Finished,"Dec  30, 2019","[""'Hentai'""]",Seinen,Reijin,"[""'Nakamura,Regura'""]",2019-12-30,2019-12-30,1,0,1,0
Akane wa Tsumare Somerareru,7.06,572,7294,13114,1293,29,Doujinshi,2,2,Finished,"Aug  12, 2018 to Dec  31, 2018","[""'Hentai'""]",Shoujo,Galette,"[""'Takeda,Hiromitsu'""]",2018-08-12,2018-12-31,0,0,0,0
Shiba-kun to Shepherd-san dj - Hug! Hug!,7.06,156,7922,30033,306,0,Doujinshi,1,2,Finished,"Oct  1, 2017","[""'Boys Love'"", ""'Slice of Life'""]",Shoujo,Manga Time Family,"[""'Kiuchi,Tatsuya'""]",2017-10-01,2017-10-01,0,0,0,0
Himawari wa Yoru ni saku,7.06,657,7923,11911,1467,34,Doujinshi,1,2,Finished,"Dec  31, 2017","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Takeda,Hiromitsu'""]",2017-12-31,2017-12-31,0,0,0,0
Sorako no Tabi,7.06,197,7924,22652,540,5,Doujinshi,8,2,Finished,"Dec  31, 2011 to Aug  13, 2017","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Ootsuka,Mahiro'""]",2011-12-31,2017-08-13,1,1,0,0
Blue Film,7.06,284,7925,21677,587,0,Doujinshi,1,2,Finished,2003,"[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic ExE,"[""'Miyamoto,Kano'""]",2003-01-01,2003-01-01,0,0,0,0
Mesugaki Succubus-tachi ni Shiboritorareru Hon,7.05,227,7926,23524,506,6,Doujinshi,1,2,Finished,"Jun  11, 2021","[""'Supernatural'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Wagashi'""]",2021-06-11,2021-06-11,0,0,0,0
Tabun Sore ga Love Nan ja Nakarou ka. (That Must Be Love),7.05,239,7927,21014,620,4,Doujinshi,1,2,Publishing,"Aug  16, 2014 to ?","[""'Boys Love'"", ""'Erotica'""]",Seinen,Badi,"[""'Itto'""]",2014-08-16,Updating,0,0,0,0
Renai Nenrei dj - Renai Nenrei: Himitsu,7.05,221,7928,25264,441,0,Doujinshi,1,2,Finished,"Aug  16, 2009","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Magazine Cyberia,"[""'Naono,Bohra'""]",2009-08-16,2009-08-16,0,0,0,0
Earth Girls,7.04,805,7929,9867,1891,11,Doujinshi,4,21,Finished,"Aug  11, 2013 to Aug  12, 2018","[""'Girls Love'"", ""'Hentai'"", ""'Historical'""]",Shoujo,Manga Time Family,"[""'Mira'""]",2013-08-11,2018-08-12,0,0,0,0
S-kke Mama no Kibishii Kozukuri Seikyouiku,7.04,247,7930,21863,578,10,Doujinshi,1,2,Finished,"Apr  28, 2013","[""'Hentai'""]",Shoujo,drap,"[""'DAIGO'""]",2013-04-28,2013-04-28,1,1,0,0
Not/Love dj - Demonic Conversations,7.04,203,7931,25282,441,0,Doujinshi,1,2,Finished,"Aug  14, 2005","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic Valkyrie,"[""'Miyamoto,Kano'""]",2005-08-14,2005-08-14,0,0,0,0
Hamedori no Yatsu♥,7.03,291,7932,19102,731,9,Doujinshi,1,4,Finished,"Sep  13, 2015 to Aug  12, 2018","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Satsuki,Imonet'""]",2015-09-13,2018-08-12,0,0,0,0
Futari no Arcadia,7.03,252,8421,20381,654,3,Doujinshi,1,9,Finished,"Feb  12, 2017 to Aug  19, 2018","[""'Girls Love'""]",Shoujo,Galette,"[""'Yatosaki,Haru'""]",2017-02-12,2018-08-19,0,0,0,0
Batsu Game de Yankee Onna ni Kokuttemita,7.03,394,8422,13453,1247,13,Doujinshi,1,2,Publishing,"Aug  13, 2017 to ?","[""'Hentai'"", ""'School'""]",Seinen,Comic Valkyrie,"[""'Fueta,Kishi'""]",2017-08-13,Updating,0,0,0,0
Ohayou Sex,7.03,217,8423,21004,621,4,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Mikami,Mika'""]",2015-12-31,2015-12-31,0,0,0,0
Neko Paradise,7.03,795,8424,7587,2635,46,Doujinshi,2,2,Finished,"Aug  16, 2009 to Aug  13, 2011","[""'Girls Love'"", ""'Supernatural'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Sayori'""]",2009-08-16,2011-08-13,0,0,0,0
Giglio,7.03,1780,8425,6283,3298,15,Doujinshi,1,3,Finished,"Dec  9, 2006 to Sep  14, 2007","[""'Boys Love'"", ""'Drama'"", ""'Erotica'"", ""'Historical'""]",Shoujo,Reijin,"[""'Inariya,Fusanosuke'""]",2006-12-09,2007-09-14,2,1,0,1
Imouto wa Mesu Orc,7.02,111,8426,29166,327,6,Doujinshi,1,2,Publishing,"Dec  31, 2019 to ?","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Badi,"[""'Muneshiro'""]",2019-12-31,Updating,0,0,0,0
Kinjo no Yasashii Oneesan,7.02,185,8452,19535,703,9,Doujinshi,1,2,Publishing,"Dec  29, 2018 to ?","[""'Girls Love'""]",Seinen,Badi,"[""'Itou,Hachi'""]",2018-12-29,Updating,0,0,0,0
Osoroshii Koroshiya to Hirowareta Shoujo (A Terrible Hitman & Picked Up Girl),7.02,1206,8447,7747,2571,5,Doujinshi,1,13,Finished,"Dec  30, 2019","[""'Comedy'"", ""'Slice of Life'""]",Shoujo,Manga Time Jumbo,"[""'Rimukoro'""]",2019-12-30,2019-12-30,3,2,1,0
Kimi ga Kawaii Riyuu,7.02,801,8448,10283,1797,1,Doujinshi,2,2,Finished,"Oct  2, 2016 to Oct  1, 2017","[""'Boys Love'"", ""'Erotica'"", ""'School'""]",Shoujo,Manga Time Family,"[""'Suzumaru,Minta'""]",2016-10-02,2017-10-01,1,1,0,0
Delightfully Fuckable and Unrefined!!,7.02,615,8449,11015,1644,19,Doujinshi,1,2,Finished,"Apr  29, 2014","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Butcha-U'""]",2014-04-29,2014-04-29,0,0,0,0
"Lizard, Angels, and Daemons",7.02,223,8450,24266,477,0,Doujinshi,1,1,Finished,2009,"[""'Boys Love'"", ""'Drama'"", ""'Erotica'""]",Shoujo,Comic Valkyrie,"[""'Miyamoto,Kano'""]",2009-01-01,2009-01-01,0,0,0,0
Rules dj - Double Trouble,7.02,440,8451,16518,922,0,Doujinshi,1,1,Finished,Dec  2008,"[""'Boys Love'"", ""'Drama'"", ""'Romance'"", ""'Erotica'""]",Seinen,Reijin,"[""'Miyamoto,Kano'""]",2008-12-01,2008-12-01,0,0,0,0
Kitanai Kimi ga Ichiban Kawaii dj - Souieba Sonna Koto,7.01,241,8488,22160,564,3,Doujinshi,1,2,Finished,"Dec  31, 2022","[""'Drama'"", ""'Girls Love'"", ""'Suspense'"", ""'Psychological'"", ""'School'""]",Seinen,Comic ExE,"[""'Manio'""]",2022-12-31,2022-12-31,0,0,0,0
Koi da Ai da wa Sateoite After Story (Will You Set Love Aside?),7.01,105,8489,33241,240,0,Doujinshi,1,2,Finished,"Oct  1, 2017","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic ExE,"[""'Amamiya'""]",2017-10-01,2017-10-01,0,0,0,0
Wild Darling dj - Wild Darling Extra Chapter,7.01,444,8490,16649,911,0,Doujinshi,1,1,Finished,"Aug  12, 2006","[""'Boys Love'"", ""'Erotica'""]",Seinen,Galette meets,"[""'Tennouji,Mio'""]",2006-08-12,2006-08-12,0,0,0,0
100-nichigo ni Kekkon suru Futari,7.0,603,8840,14164,1161,2,Doujinshi,1,2,Finished,"Dec  31, 2021","[""'Comedy'"", ""'Romance'""]",Seinen,Reijin,"[""'Hata,Kenjirou'""]",2021-12-31,2021-12-31,0,0,0,0
Chikyuu no Kaijuu,7.0,371,8755,17446,845,4,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Action'"", ""'Comedy'"", ""'Supernatural'"", ""'Super Power'""]",Shoujo,Manga Time Family,"[""'Murata,Yusuke'"", ""'ONE,Nishimura'"", ""'Kinu'""]",2013-08-11,2013-08-11,0,0,0,0
Odekake Sex,7.0,199,8756,22739,536,3,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Hentai'""]",Shoujo,Badi,"[""'Mikami,Mika'""]",2016-08-14,2016-08-14,0,0,0,0
Hisho Ikuseichuu dj - Tsuya-bon (My Lovely Secretary dj - Tsuya-bon),7.0,180,8757,26779,393,0,Doujinshi,1,1,Finished,2008,"[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic Valkyrie,"[""'Sakura,Sakuya'""]",2008-01-01,2008-01-01,0,0,0,0
Hisho Ikuseichuu dj - Kawaii Hisho no Sodatekata (My Lovely secretary dj - Sweet Private Secretary Raising),7.0,132,8758,27958,358,0,Doujinshi,1,1,Finished,2007,"[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Sakura,Sakuya'""]",2007-01-01,2007-01-01,0,0,0,0
Pray for Japan,6.99,193,8977,15278,1038,3,Doujinshi,1,2,Finished,"May  5, 2011","[""'Fantasy'""]",Seinen,Badi,"[""'Tanemura,Arina'"", ""'Mashima,Hiro'""]",2011-05-05,2011-05-05,0,0,0,0
Saiminjutsu tte Sugoi!,6.98,107,8978,29860,310,2,Doujinshi,1,2,Finished,"Dec  31, 2022","[""'Hentai'""]",Seinen,Galette meets,"[""'Asanagi'""]",2022-12-31,2022-12-31,0,0,0,0
Munasawagi no Houkago,6.98,331,8979,19799,688,0,Doujinshi,1,1,Finished,"Dec  31, 2010","[""'Girls Love'"", ""'Erotica'""]",Seinen,Magazine Cyberia,"[""'Minase,Ruruu'""]",2010-12-31,2010-12-31,0,0,0,0
Hisho Ikuseichuu dj - Hisho to Oishii Gohan (My Lovely Secretary dj - The Secretary and the Delicious Meal),6.98,232,8980,23658,500,0,Doujinshi,1,1,Finished,2007 to  2008,"[""'Boys Love'"", ""'Erotica'""]",Seinen,Reijin,"[""'Sakura,Sakuya'""]",2007-01-01,2008-01-01,0,0,0,0
JC Saimin de Seikyouiku,6.97,178,8981,22022,570,12,Doujinshi,1,2,Publishing,"Aug  11, 2019 to ?","[""'Hentai'"", ""'School'""]",Shoujo,Magazine Cyberia,"[""'Kuromoto-kun'""]",2019-08-11,Updating,0,0,0,0
Akogare no Kinjo no Obasan ni Nengan no Tanetsuke,6.97,335,8982,18717,754,3,Doujinshi,1,2,Finished,"Oct  31, 2013","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'DAIGO'""]",2013-10-31,2013-10-31,1,1,0,0
Osananajimi no Mama,6.96,198,8983,21688,587,6,Doujinshi,1,2,Finished,"Apr  29, 2019","[""'Hentai'""]",Seinen,Galette,"[""'Jyura'""]",2019-04-29,2019-04-29,0,0,0,0
Yellow Drops,6.96,689,8984,12626,1360,4,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Girls Love'"", ""'Romance'"", ""'Slice of Life'"", ""'Erotica'""]",Seinen,drap,"[""'Hiiragi,Yutaka'""]",2014-08-17,2014-08-17,0,0,0,0
Gamerz Heaven! dj - Gamerz Heaven! Director's Cut,6.96,164,8985,26623,397,1,Doujinshi,4,2,Finished,"Jan  1, 2004 to Dec  8, 2007","[""'Boys Love'"", ""'Erotica'"", ""'Video Game'""]",Shoujo,Galette,"[""'Murakami,Maki'""]",2004-01-01,2007-12-08,1,1,0,0
Stay by Me,6.95,254,8986,21395,602,1,Doujinshi,3,2,Finished,"Aug  16, 2015 to May  5, 2016","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Ootsuka,Mahiro'""]",2015-08-16,2016-05-05,0,0,0,0
Lilim's,6.95,143,8987,20645,640,4,Doujinshi,3,2,Finished,"Dec  31, 2015 to Aug  17, 2017","[""'Hentai'""]",Shoujo,Reijin,"[""'Miyamoto,Issa'""]",2015-12-31,2017-08-17,0,0,0,0
Chizuru-chan Kaihatsu Nikki,6.95,189,8988,22128,565,10,Doujinshi,1,2,Publishing,"Aug  17, 2014 to ?","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Mucha'""]",2014-08-17,Updating,0,0,0,0
Delightfully Fuckable and Unrefined Happy Hour!!,6.95,909,8989,8264,2379,22,Doujinshi,1,14,Finished,"Sep  14, 2014","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Mizuryu,Kei'"", ""'Chiba,Toshirou'"", ""'Shindo,L'"", ""'Butcha-U,Meme50'"", ""'Unou,Uruujima'"", ""'Call,Yumeno'"", ""'Tanuki,SGK'"", ""'Bubuzuke,Komusou.'""]",2014-09-14,2014-09-14,0,0,0,0
Meteor Methuselah Fan Book 2: Darling.,6.95,154,9582,22806,534,1,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Comedy'"", ""'Romance'""]",Seinen,Manga Time Family,"[""'Ozaki,Kaori'""]",2011-08-14,2011-08-14,0,0,0,0
Bokura no Hentai dj - Boku Tabun Hentai,6.94,484,9762,16193,950,5,Doujinshi,1,2,Finished,"May  5, 2016","[""'Boys Love'"", ""'Drama'"", ""'Slice of Life'"", ""'Crossdressing'""]",Shoujo,Comic Valkyrie,"[""'Fumi,Fumiko'""]",2016-05-05,2016-05-05,1,1,0,0
Gal-Bitch Shounen no Insei,6.94,302,9763,19261,720,12,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Manga Time Family,"[""'Gujira'""]",2015-12-31,2015-12-31,0,0,0,0
Haitoku no Finale,6.94,631,9764,12195,1425,10,Doujinshi,2,4,Finished,"Aug  17, 2014 to Dec  30, 2014","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Mira'""]",2014-08-17,2014-12-30,1,1,0,0
Ano Ko wa Toshi Densetsu.,6.94,315,9765,17608,833,18,Doujinshi,1,2,Finished,"Feb  11, 2013","[""'Hentai'""]",Seinen,Comic ExE,"[""'Gomennasai'""]",2013-02-11,2013-02-11,1,1,0,0
Tachibana-san Chi no Dansei Jijou,6.93,812,9766,8815,2192,49,Doujinshi,4,2,Finished,"Aug  14, 2011 to Aug  16, 2014","[""'Drama'"", ""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Jin'""]",2011-08-14,2014-08-16,0,0,0,0
